LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:893c47,装满水的水桶非常的沉...,a bucket full of water seems heavy...,This is important tutorial information.,Player,BucketSignStart
line:dc899d,我觉得我应该没法在带着\n一整桶水的同时攀爬或飞行...,i don't think i could fly\nor climb carrying a bucket\nfull of water...,,Player,BucketSignStart
line:c03601,但滑翔应该没问题！,but i could probably still glide!,,Player,BucketSignStart
line:37428a,我觉得我应该没法在带着\n一整桶水的同时攀爬或飞行,i don't think i could fly\nor climb carrying a bucket\nfull of water,,Player,BucketSignStart
line:e51435,但滑翔应该没问题！,but i could probably still glide!,,Player,BucketSignStart
line:0511de,"嗯，随你便","whatever, suit yourself",If you don't buy the tough birds feathers.,Original,ToughBirdExit
line:cee433,我—来这里干什么？,what's MY deal?,"If you ask Tough Bird - ""What's your deal!?""",Original,ToughBirdWhatDeal
line:6cdec4,哼！,HMPH!,,Original,ToughBirdWhatDeal
line:20b440,你来这里是干什么的！？,what's YOUR deal!?,,Original,ToughBirdWhatDeal
line:5cd3d2,这个...,well...,,Player,ToughBirdWhatDeal
line:3a5721,我是来爬神鹰峰的,i'm hiking up to hawk peak,,Player,ToughBirdWhatDeal
line:763c29,哇,wow,,Original,ToughBirdWhatDeal
line:ca2ad4,可太稀奇了,sounds kinda basic,"""Basic"" is a not too offensive insult, that implies someone is uninteresting / too mainstream.",Original,ToughBirdWhatDeal
line:c72c5f,嘿！,hey!,,Player,ToughBirdWhatDeal
line:a73677,我只是说,i'm just saying,,Original,ToughBirdWhatDeal
line:15eb7a,每个地方来的游客,tourists come from all over,,Original,ToughBirdWhatDeal
line:d047c2,他们基本上都会说,they're like,,Original,ToughBirdWhatDeal
line:87fc49,"""我，一定要~爬，神~鹰~峰""","""i'm goonnaa hike to hawwk peaak""",,Original,ToughBirdWhatDeal
line:dc79a1,但当他们到了这里,then they get up there,,Original,ToughBirdWhatDeal
line:df37dd,明白了自己必须要\n动真格的真的爬上去后,and see that it actually\ntakes real effort,,Original,ToughBirdWhatDeal
line:65f61c,他们就都放弃了,and then they give up,,Original,ToughBirdWhatDeal
line:8e3aa9,天呐,geez,,Player,ToughBirdWhatDeal
line:d4abe7,你真没必要,you don't have to be,,Player,ToughBirdWhatDeal
line:1cc87c,...这样的,...like that,,Player,ToughBirdWhatDeal
line:0a3403,我只是在告诉你,i'm just saying,,Original,ToughBirdWhatDeal
line:11e3a4,这不是什么稀奇的想法,it's a little basic,,Original,ToughBirdWhatDeal
line:47ba90,所以,so,,Player,ToughBirdWhatDeal
line:cf0784,你来这里是干什么的呢？,what IS your deal?,,Player,ToughBirdWhatDeal
line:5ddd9c,我已经告诉了你我的,i gave you mine,,Player,ToughBirdWhatDeal
line:0d3cc3,我需要钱,i need money,,Original,ToughBirdWhatDeal
line:edd8e9,...,...,,Player,ToughBirdWhatDeal
line:7973bb,*叹气*,*sigh*,,Original,ToughBirdWhatDeal
line:adfb25,我交不起下个学期的学费,i'm gonna be short on\ntuition next semester,,Original,ToughBirdWhatDeal
line:cf2e64,其实我的钱已经快够了,i'm nearly there though,,Original,ToughBirdWhatDeal
line:a6c367,但我想再多挣点零钱,just trying to make some extra cash,,Original,ToughBirdWhatDeal
line:dc1233,哦,huh,,Player,ToughBirdWhatDeal
line:acb2a8,你还需要多少,how much do you need,,Player,ToughBirdWhatDeal
line:30eb73,...,...,,Original,ToughBirdWhatDeal
line:ac88f8,这个，卖完这些旧货后,well after i sell\nall my junk,,Original,ToughBirdWhatDeal
line:435122,我还需要400硬币...,i'll still be short by about 400 coins...,,Original,ToughBirdWhatDeal
line:72431d,哦,oh,,Player,ToughBirdWhatDeal
line:6f84d5,是的...,yeah...,,Original,ToughBirdWhatDeal
line:a86edb,但不管怎样,but whatever,,Original,ToughBirdWhatDeal
line:bad128,这就是生活吧,that's life i guess,,Original,ToughBirdWhatDeal
line:9cf882,等等，什么？,wait what?,If you ask to pay the Tough Bird's tuition.,Original,ToughBirdTuition
line:cbaa8d,真的吗？,really?,,Original,ToughBirdTuition
line:9284d3,是的，没错,yeah sure,,Player,ToughBirdTuition
line:aff092,但，为什么？,but why?,,Original,ToughBirdTuition
line:7a98aa,我不知道,i dunno,,Player,ToughBirdTuition
line:9695ed,这里面的大头我在岛上\n随便转转就收集到了,i found most of this just by\nlooking around the island,,Player,ToughBirdTuition
line:131aa6,我很擅长找东西的,i'm pretty good at finding stuff,,Player,ToughBirdTuition
line:6428d7,哇,wow,,Original,ToughBirdTuition
line:fda1cc,呃,uh,,Original,ToughBirdTuition
line:be049a,我真不知道该怎么说了,i don't know what to say,,Original,ToughBirdTuition
line:67bb03,"一共是400硬币，对吧？","it's 400 coins, right?",,Player,ToughBirdTuition
line:fb019d,给你！,here ya go!,,Player,ToughBirdTuition
line:07ddb5,...,...,,Original,ToughBirdTuition
line:a36d85,谢谢,thanks,,Original,ToughBirdTuition
line:2d0e86,呃,um,,Original,ToughBirdTuition
line:d33091,这个给你,you can have this,,Original,ToughBirdTuition
line:bd574d,我，呃,i uh,,Original,ToughBirdTuition
line:ffdcaf,我找到了这个,found it,,Original,ToughBirdTuition
line:0f0128,我本来是打算把它挂到\n网上或别的地方的,i was gonna sell it on\nthe internet or whatever,"The phrase ""sell it on the internet or whatever"" is supposed to match what the Old Goat said about them losing their watch - as a bit of a callback joke. They were right!",Original,ToughBirdTuition
line:13777d,但我现在已经不需要了,but i don't need it anymore,,Original,ToughBirdTuition
line:6efae9,啊,huh,,Player,ToughBirdTuition
line:c0e365,好的,okay,,Player,ToughBirdTuition
line:c84104,一会儿见,later,,Original,ToughBirdExitNeutral
line:fafc6f,哦，好的,oh yeah,"If you try to buy feathers after paying for tuition, the bird is nicer.",Original,ToughBirdBuyFeatherNice
line:2068f8,没问题,no problem,,Original,ToughBirdBuyFeatherNice
line:cb2443,你可以以40硬币的\n正常价格买下它,you can have it for the\nregular price of 40 coins,,Original,ToughBirdBuyFeatherNice
line:6938d1,好的！,sure!,,Original,ToughBirdBuyFeatherNice
line:9f5c4f,你可以以40硬币的价格买下它,you can have it for 40 coins,,Original,ToughBirdBuyFeatherNice
line:db7350,一会儿见,see ya later,,Original,ToughBirdBuyFeatherNice
line:99287e,哦，等等,oh wait,,Player,ToughBirdBuyFeatherNice
line:6cf4bf,我没有现金了,i'm short on cash,,Player,ToughBirdBuyFeatherNice
line:f67146,实际上...,actually...,,Original,ToughBirdBuyFeatherNice
line:e5cbce,你已经把我剩下的\n所有羽毛都买光了,you bought all the\nfeathers i had left,,Original,ToughBirdBuyFeatherNice
line:19dabf,抱歉,sorry,,Original,ToughBirdBuyFeatherNice
line:7fcff9,没事的,that's OK,,Player,ToughBirdBuyFeatherNice
line:3e8976,这块手表可真漂亮,the watch is really nice,If you talk to the old goat after delivering the watch.,Player,GoatDone
line:7f5ed0,还是要多亏了你啊,why thank you,,Original,GoatDone
line:97c9fe,这是我爷爷传给我的,it was my grandfather's,,Original,GoatDone
line:546ed9,它曾伴随我走南闯北,it's been all around the world,,Original,GoatDone
line:c747af,我以前也曾将它遗失过,i've actually lost this watch before,,Original,GoatDone
line:fa221d,不过幸运的是,luckily,,Original,GoatDone
line:89b012,它总能找到回家的路,it's always seemed to find its way home,,Original,GoatDone
line:7bd1ef,"嘿，我想我找到你的手表了","hey, i think i found your watch",If you give the watch back.,Player,GoatGive
line:eff68a,没错！,yes!,,Original,GoatGive
line:677360,就是这块！！,that's it!!,,Original,GoatGive
line:abc1c9,谢谢！真的太谢谢你了！！,thank you! thank you!!,,Original,GoatGive
line:d4347e,你太客气了！,you're welcome!,,Player,GoatGive
line:094523,我必须要报答你,i ought to return the favour,,Original,GoatGive
line:03dcec,拜托,please,,Original,GoatGive
line:d95867,拿着这个吧,take this,,Original,GoatGive
line:85f9d5,银羽毛非常稀有,silver feathers are very rare,,Original,GoatGive
line:72666e,"有了它的帮助，","with one in hand,",,Original,GoatGive
line:6083ad,你可以爬得更快,you can climb faster,,Original,GoatGive
line:94f75d,飞得更高！,and fly higher!,,Original,GoatGive
line:4bd63e,嘿，又来了啊！,hey again!,"They say ""hey again"" only if you've already met them.",Original,RhinoStart
line:dc151d,你好啊！,hey there!,,Original,RhinoStart
line:036988,你今天打算干什么？,what are you up to today?,,Original,RhinoStart
line:978863,额,uh,,Player,RhinoStart
line:8f879a,我今天打算爬神鹰峰,i'm hiking up to Hawk Peak,,Player,RhinoStart
line:af7466,这可不是件容易的事啊！,that's a tough hike!,,Original,RhinoStart
line:2d5d1b,你知道吗,you know,,Original,RhinoStart
line:73be56,为了登顶，你需要学习\n如何进行<color=red>攀岩！</color>,you'll need to learn to <color=red>rock climb</color>\nto make it to the top!,,Original,RhinoStart
line:88b586,你为什么不加入我们的\n攀岩俱乐部呢？,why not join our\nrock climbing club?,,Original,RhinoStart
line:64794d,哦，额,oh uh,,Player,RhinoStart
line:510fdb,这个俱乐部是只有\n你们两个吗？,is it just the two of you?,,Player,RhinoStart
line:7149bd,嘿—！,HEY!,,ClimbSquirrel,RhinoStart
line:1535cf,我们的攀岩者协会可是\n足足有成百上千名、来自于\n35个不同国家的成员的！,THE ROCK CLIMBERS ASSOCIATION\nHAS HUNDREDS OF MEMBERS SPANNING\nOVER 35 COUNTRIES WORLDWIDE!,,ClimbSquirrel,RhinoStart
line:ee02f6,这数百名成员都致力于\n推动攀岩艺术的不断发展，\n精神内核的不断凝练,HUNDREDS OF MEMBERS GROWING AND\nREFINING THE ART OF ROCK CLIMBING,,ClimbSquirrel,RhinoStart
line:239d8b,致使攀岩事业发展至\n理论极限，乃至超越一切！,PUSHING THE CRAFT TO ITS\nABSOLUTE LIMIT AND BEYOND,,ClimbSquirrel,RhinoStart
line:ee8510,额,uh,,Player,RhinoStart
line:53d1c0,我是指,i meant,,Player,RhinoStart
line:258d4f,只有你们两个...,if it's just the two of you...,,Player,RhinoStart
line:ab6dd5,在这里,"like,",,Player,RhinoStart
line:47b978,对吧？,here?,,Player,RhinoStart
line:195560,...,...,,ClimbSquirrel,RhinoStart
line:e54ad7,这-又-怎么了！？,WHAT OF IT!?,,ClimbSquirrel,RhinoStart
line:451176,听着孩子,LISTEN KID,,ClimbSquirrel,RhinoStart
line:d84a7a,攀岩可不是内心软弱之辈可以染指的！,CLIMBING AIN'T FOR THE WEAK OF HEART,,ClimbSquirrel,RhinoStart
line:93890e,这世上的绝大多数存在,MOST PEOPLE,,ClimbSquirrel,RhinoStart
line:74a72e,都不具备进行攀岩的资格！,DON'T HAVE WHAT IT TAKES,,ClimbSquirrel,RhinoStart
line:f6efc5,呃,um,,Original,RhinoStart
line:5ff3ad,其实情况也没那么糟！,it's not really that bad!,,Original,RhinoStart
line:9b7f63,所以，不管怎样,so anyway,,Original,RhinoStart
line:021ae9,你想加入攀岩俱乐部吗？,you want to join the climbers club?,,Original,RhinoAsk
line:132ea9,好啊,sure,Dialogue choice.,Player,RhinoAsk
line:fa8e51,不了,nah,Dialogue choice.,Player,RhinoAsk
line:95ed98,太棒了！！,great!!,,Original,RhinoAsk
line:50d470,我们有第三名成员了！,we've got our third member!,,Original,RhinoAsk
line:ce0480,不是第三个！,NOT THIRD,,ClimbSquirrel,RhinoAsk
line:a3badc,这只不过是覆盖全球的,JUST ANOTHER DROP,,ClimbSquirrel,RhinoAsk
line:3b1fed,成百上千名会员中的,IN THE HUNDREDS,,ClimbSquirrel,RhinoAsk
line:e7d66d,一粒微尘罢了,WORLDWIDE,,ClimbSquirrel,RhinoAsk
line:084264,好啦好啦,alright alright,,Original,RhinoAsk
line:a4fa72,总之,anyway,Jump to RhinoInClub.,Original,RhinoAsk
line:99ea93,啊，好吧,aww well,If you decline.,Original,RhinoAsk
line:8663c6,如果你改变主意\n的话记得告诉我,let me know if you\nchange your mind,,Original,RhinoAsk
line:00fa8b,所以你拿到金羽毛了吗？,so you got that feather?,,Original,RhinoInClub
line:1758a1,还没有...,not yet...,,Player,RhinoInClub
line:9ee6ae,一根羽毛要40硬币,they cost 40 coins,,Player,RhinoInClub
line:f629a3,而我只有{{Item_Coin}},and i only have {{Item_Coin}},,Player,RhinoInClub
line:968bf9,哦！,oh!,,Original,RhinoInClub
line:e63187,嗯-,hmm,,Original,RhinoInClub
line:e5a798,我可以帮你把差的钱先垫上！,i can spot you the rest!,,Original,RhinoInClub
line:1557db,"哇，谢谢你！","woah, thanks!",,Player,RhinoInClub
line:8586a7,这没什么的！,no problem!,,Original,RhinoInClub
line:606c86,那么，首先,so first things first,If you don't have a golden feather and you don't know what theu cost.,Original,RhinoInClub
line:c6f899,你已经有一根<color=red>金羽毛</color>了吗？,you got a <color=red>golden feather?</color>,,Original,RhinoInClub
line:18ca34,没错！,yup!,,Player,RhinoInClub
line:7ba1fd,很好！,great!,,Original,RhinoInClub
line:668b67,"哦，还没有","oh, not yet",If you don't have one.,Player,RhinoInClub
line:9703a6,啊,ah,,Original,RhinoInClub
line:2b1f0e,没有金羽毛你就不能攀岩,you can't climb without one,,Original,RhinoInClub
line:03ff54,不过这东西你可以\n在<color=red>游客中心</color>买到,but you can buy them at the <color=red>visitor center</color>,,Original,RhinoInClub
line:1ae06c,价格应该挺便宜的,they should be pretty cheap,,Original,RhinoInClub
line:b884a1,你买到一根后再来找我吧！,come back when you've bought one!,,Original,RhinoInClub
line:cd696e,"那么，首先","so, to get started",If you do have a feather...,Original,RhinoTut
line:d83ef3,你可以尝试来爬一下这里的<color=red>矮墙</color>,you can try climbing this <color=red>short wall</color> here,,Original,RhinoTut
line:869a9d,只需要<color=red>面朝墙壁</color>然后<color=red>按下{{JumpButton}},just <color=red>push against the wall</color> and <color=red>hold {{JumpButton}},,Original,RhinoTut
line:514aa4,下次再尝试爬一下这里的高墙！,try climbing up the big one next!,,Original,RhinoTut
line:56818a,你也许需要从另一个\n平台上起跳来辅助攀爬,you might need to jump\nfrom the other platform,,Original,RhinoTut
line:db5c24,尝试爬一下这里的矮墙<color=red>矮墙</color> 吧！,try climbing the <color=red>short wall</color> here!,,Original,RhinoTut
line:c4615f,只需要<color=red>面朝墙壁</color>然后<color=red>按下{{JumpButton}},just <color=red>push against the wall</color> and <color=red>hold {{JumpButton}},,Original,RhinoTut
line:1ffe75,好样的！,nice one!,After doing the small climbing wall.,Original,ClimbWall1Start
line:7fe2ae,随便啦,WHATEVER,,ClimbSquirrel,ClimbWall1Start
